preamble,stimulus,item,category,feature
A dogsled,moves faster than a person on his own.,dogsled,vehicle,15
A tricycle,moves faster than a person on his own.,tricycle,vehicle,15
A canoe,moves faster than a person on his own.,canoe,vehicle,15
A raft,moves faster than a person on his own.,raft,vehicle,15
A submarine,moves faster than a person on his own.,submarine,vehicle,15
A sled,moves faster than a person on his own.,sled,vehicle,15
A horse,moves faster than a person on his own.,horse,vehicle,15
A rocket,moves faster than a person on his own.,rocket,vehicle,15
A blimp,moves faster than a person on his own.,blimp,vehicle,15
A skate,moves faster than a person on his own.,skate,vehicle,15
A camel,moves faster than a person on his own.,camel,vehicle,15
Feet,move faster than a person on his own.,feet,vehicle,15
A ski,moves faster than a person on his own.,ski,vehicle,15
A skateboard,moves faster than a person on his own.,skateboard,vehicle,15
A wheelbarrow,moves faster than a person on his own.,wheelbarrow,vehicle,15
A surfboard,moves faster than a person on his own.,surfboard,vehicle,15
An elevator,moves faster than a person on his own.,elevator,vehicle,15
An automobile,is man-made.,automobile,vehicle,16
A station wagon,is man-made.,station wagon,vehicle,16
A truck,is man-made.,truck,vehicle,16
A car,is man-made.,car,vehicle,16
A bus,is man-made.,bus,vehicle,16
A taxi,is man-made.,taxi,vehicle,16
A jeep,is man-made.,jeep,vehicle,16
An ambulance,is man-made.,ambulance,vehicle,16
A motorcycle,is man-made.,motorcycle,vehicle,16
A streetcar,is man-made.,streetcar,vehicle,16
A van,is man-made.,van,vehicle,16
A honda,is man-made.,Honda,vehicle,16
A cable car,is man-made.,cable car,vehicle,16
A train,is man-made.,train,vehicle,16
A trolley,is man-made.,trolley,vehicle,16
A bicycle,is man-made.,bicycle,vehicle,16
A carriage,is man-made.,carriage,vehicle,16
An airplane,is man-made.,airplane,vehicle,16
A bike,is man-made.,bike,vehicle,16
A boat,is man-made.,boat,vehicle,16
A jet,is man-made.,jet,vehicle,16
A ship,is man-made.,ship,vehicle,16
A scooter,is man-made.,scooter,vehicle,16
A tractor,is man-made.,tractor,vehicle,16
A wagon,is man-made.,wagon,vehicle,16
A subway,is man-made.,subway,vehicle,16
A trailer,is man-made.,trailer,vehicle,16
A cart,is man-made.,cart,vehicle,16
A wheelchair,is man-made.,wheelchair,vehicle,16
A yacht,is man-made.,yacht,vehicle,16
A tank,is man-made.,tank,vehicle,16
A go-cart,is man-made.,go-cart,vehicle,16
A rowboat,is man-made.,rowboat,vehicle,16
A dogsled,is man-made.,dogsled,vehicle,16
A tricycle,is man-made.,tricycle,vehicle,16
A canoe,is man-made.,canoe,vehicle,16
A raft,is man-made.,raft,vehicle,16
A submarine,is man-made.,submarine,vehicle,16
A sled,is man-made.,sled,vehicle,16
A horse,is man-made.,horse,vehicle,16
A rocket,is man-made.,rocket,vehicle,16
A blimp,is man-made.,blimp,vehicle,16
A skate,is man-made.,skate,vehicle,16
A camel,is man-made.,camel,vehicle,16
Feet,are man-made.,feet,vehicle,16
A ski,is man-made.,ski,vehicle,16
A skateboard,is man-made.,skateboard,vehicle,16
A wheelbarrow,is man-made.,wheelbarrow,vehicle,16
A surfboard,is man-made.,surfboard,vehicle,16
An elevator,is man-made.,elevator,vehicle,16
A chair,has a specific function.,chair,furniture,1
A sofa,has a specific function.,sofa,furniture,1
A couch,has a specific function.,couch,furniture,1
A table,has a specific function.,table,furniture,1
An easy chair,has a specific function.,easy chair,furniture,1
A dresser,has a specific function.,dresser,furniture,1
A rocking chair,has a specific function.,rocking chair,furniture,1
A coffee table,has a specific function.,coffee table,furniture,1
A rocker,has a specific function.,rocker,furniture,1
A love seat,has a specific function.,love seat,furniture,1
Chest of drawers,have a specific function.,chest of drawers,furniture,1
A desk,has a specific function.,desk,furniture,1
A bed,has a specific function.,bed,furniture,1
A bureau,has a specific function.,bureau,furniture,1
A davenport,has a specific function.,davenport,furniture,1
An end table,has a specific function.,end table,furniture,1
A divan,has a specific function.,divan,furniture,1
A night table,has a specific function.,night table,furniture,1
A chest,has a specific function.,chest,furniture,1
A cedar chest,has a specific function.,cedar chest,furniture,1
A vanity,has a specific function.,vanity,furniture,1
A bookcase,has a specific function.,bookcase,furniture,1
A lounge,has a specific function.,lounge,furniture,1
A chaise lounge,has a specific function.,chaise lounge,furniture,1
An ottoman,has a specific function.,ottoman,furniture,1
A footstool,has a specific function.,footstool,furniture,1
A cabinet,has a specific function.,cabinet,furniture,1
A china closet,has a specific function.,china closet,furniture,1
A bench,has a specific function.,bench,furniture,1
A buffet,has a specific function.,buffet,furniture,1
A lamp,has a specific function.,lamp,furniture,1
A stool,has a specific function.,stool,furniture,1
A hassock,has a specific function.,hassock,furniture,1
A drawer,has a specific function.,drawer,furniture,1
A piano,has a specific function.,piano,furniture,1
A cushion,has a specific function.,cushion,furniture,1
A magazine rack,has a specific function.,magazine rack,furniture,1
A hi-fi,has a specific function.,hi-fi,furniture,1
A cupboard,has a specific function.,cupboard,furniture,1
A stereo,has a specific function.,stereo,furniture,1
A mirror,has a specific function.,mirror,furniture,1
A television,has a specific function.,television,furniture,1
A bar,has a specific function.,bar,furniture,1
A shelf,has a specific function.,shelf,furniture,1
A rug,has a specific function.,rug,furniture,1
A pillow,has a specific function.,pillow,furniture,1
A wastebasket,has a specific function.,wastebasket,furniture,1
A radio,has a specific function.,radio,furniture,1
A sewing machine,has a specific function.,sewing machine,furniture,1
A stove,has a specific function.,stove,furniture,1
A counter,has a specific function.,counter,furniture,1
A clock,has a specific function.,clock,furniture,1
A drape,has a specific function.,drape,furniture,1
A refrigerator,has a specific function.,refrigerator,furniture,1
A picture,has a specific function.,picture,furniture,1
A closet,has a specific function.,closet,furniture,1
A vase,has a specific function.,vase,furniture,1
An ashtray,has a specific function.,ashtray,furniture,1
A fan,has a specific function.,fan,furniture,1
A telephone,has a specific function.,telephone,furniture,1
A chair,is used by humans.,chair,furniture,2
A sofa,is used by humans.,sofa,furniture,2
A couch,is used by humans.,couch,furniture,2
A table,is used by humans.,table,furniture,2
An easy chair,is used by humans.,easy chair,furniture,2
A dresser,is used by humans.,dresser,furniture,2
A rocking chair,is used by humans.,rocking chair,furniture,2
A coffee table,is used by humans.,coffee table,furniture,2
A rocker,is used by humans.,rocker,furniture,2
A love seat,is used by humans.,love seat,furniture,2
Chest of drawers,are used by humans.,chest of drawers,furniture,2
A desk,is used by humans.,desk,furniture,2
A bed,is used by humans.,bed,furniture,2
A bureau,is used by humans.,bureau,furniture,2
A davenport,is used by humans.,davenport,furniture,2
An end table,is used by humans.,end table,furniture,2
A divan,is used by humans.,divan,furniture,2
A night table,is used by humans.,night table,furniture,2
A chest,is used by humans.,chest,furniture,2
A cedar chest,is used by humans.,cedar chest,furniture,2
A vanity,is used by humans.,vanity,furniture,2
A bookcase,is used by humans.,bookcase,furniture,2
A lounge,is used by humans.,lounge,furniture,2
A chaise lounge,is used by humans.,chaise lounge,furniture,2
An ottoman,is used by humans.,ottoman,furniture,2
A footstool,is used by humans.,footstool,furniture,2
A cabinet,is used by humans.,cabinet,furniture,2
A china closet,is used by humans.,china closet,furniture,2
A bench,is used by humans.,bench,furniture,2
A buffet,is used by humans.,buffet,furniture,2
A lamp,is used by humans.,lamp,furniture,2
A stool,is used by humans.,stool,furniture,2
A hassock,is used by humans.,hassock,furniture,2
A drawer,is used by humans.,drawer,furniture,2
A piano,is used by humans.,piano,furniture,2
A cushion,is used by humans.,cushion,furniture,2
A magazine rack,is used by humans.,magazine rack,furniture,2
A hi-fi,is used by humans.,hi-fi,furniture,2
A cupboard,is used by humans.,cupboard,furniture,2
A stereo,is used by humans.,stereo,furniture,2
A mirror,is used by humans.,mirror,furniture,2
A television,is used by humans.,television,furniture,2
A bar,is used by humans.,bar,furniture,2
A shelf,is used by humans.,shelf,furniture,2
A rug,is used by humans.,rug,furniture,2
A pillow,is used by humans.,pillow,furniture,2
A wastebasket,is used by humans.,wastebasket,furniture,2
A radio,is used by humans.,radio,furniture,2
A sewing machine,is used by humans.,sewing machine,furniture,2
A stove,is used by humans.,stove,furniture,2
A counter,is used by humans.,counter,furniture,2
A clock,is used by humans.,clock,furniture,2
A drape,is used by humans.,drape,furniture,2
A refrigerator,is used by humans.,refrigerator,furniture,2
A picture,is used by humans.,picture,furniture,2
A closet,is used by humans.,closet,furniture,2
A vase,is used by humans.,vase,furniture,2
An ashtray,is used by humans.,ashtray,furniture,2
A fan,is used by humans.,fan,furniture,2
A telephone,is used by humans.,telephone,furniture,2
A chair,is found in buildings.,chair,furniture,3
A sofa,is found in buildings.,sofa,furniture,3
A couch,is found in buildings.,couch,furniture,3
A table,is found in buildings.,table,furniture,3
An easy chair,is found in buildings.,easy chair,furniture,3
A dresser,is found in buildings.,dresser,furniture,3
A rocking chair,is found in buildings.,rocking chair,furniture,3
A coffee table,is found in buildings.,coffee table,furniture,3
A rocker,is found in buildings.,rocker,furniture,3
A love seat,is found in buildings.,love seat,furniture,3
Chest of drawers,are found in buildings.,chest of drawers,furniture,3
A desk,is found in buildings.,desk,furniture,3
A bed,is found in buildings.,bed,furniture,3
A bureau,is found in buildings.,bureau,furniture,3
A davenport,is found in buildings.,davenport,furniture,3
An end table,is found in buildings.,end table,furniture,3
A divan,is found in buildings.,divan,furniture,3
A night table,is found in buildings.,night table,furniture,3
A chest,is found in buildings.,chest,furniture,3
A cedar chest,is found in buildings.,cedar chest,furniture,3
A vanity,is found in buildings.,vanity,furniture,3
A bookcase,is found in buildings.,bookcase,furniture,3
A lounge,is found in buildings.,lounge,furniture,3
A chaise lounge,is found in buildings.,chaise lounge,furniture,3
An ottoman,is found in buildings.,ottoman,furniture,3
A footstool,is found in buildings.,footstool,furniture,3
A cabinet,is found in buildings.,cabinet,furniture,3
A china closet,is found in buildings.,china closet,furniture,3
A bench,is found in buildings.,bench,furniture,3
A buffet,is found in buildings.,buffet,furniture,3
A lamp,is found in buildings.,lamp,furniture,3
A stool,is found in buildings.,stool,furniture,3
A hassock,is found in buildings.,hassock,furniture,3
A drawer,is found in buildings.,drawer,furniture,3
A piano,is found in buildings.,piano,furniture,3
A cushion,is found in buildings.,cushion,furniture,3
A magazine rack,is found in buildings.,magazine rack,furniture,3
A hi-fi,is found in buildings.,hi-fi,furniture,3
A cupboard,is found in buildings.,cupboard,furniture,3
A stereo,is found in buildings.,stereo,furniture,3
A mirror,is found in buildings.,mirror,furniture,3
A television,is found in buildings.,television,furniture,3
A bar,is found in buildings.,bar,furniture,3
A shelf,is found in buildings.,shelf,furniture,3
A rug,is found in buildings.,rug,furniture,3
A pillow,is found in buildings.,pillow,furniture,3
A wastebasket,is found in buildings.,wastebasket,furniture,3
A radio,is found in buildings.,radio,furniture,3
A sewing machine,is found in buildings.,sewing machine,furniture,3
A stove,is found in buildings.,stove,furniture,3
A counter,is found in buildings.,counter,furniture,3
A clock,is found in buildings.,clock,furniture,3
A drape,is found in buildings.,drape,furniture,3
A refrigerator,is found in buildings.,refrigerator,furniture,3
A picture,is found in buildings.,picture,furniture,3
A closet,is found in buildings.,closet,furniture,3
A vase,is found in buildings.,vase,furniture,3
An ashtray,is found in buildings.,ashtray,furniture,3
A fan,is found in buildings.,fan,furniture,3
A telephone,is found in buildings.,telephone,furniture,3
A chair,is made of wood.,chair,furniture,4
A sofa,is made of wood.,sofa,furniture,4
A couch,is made of wood.,couch,furniture,4
A table,is made of wood.,table,furniture,4
An easy chair,is made of wood.,easy chair,furniture,4
A dresser,is made of wood.,dresser,furniture,4
A rocking chair,is made of wood.,rocking chair,furniture,4
A coffee table,is made of wood.,coffee table,furniture,4
A rocker,is made of wood.,rocker,furniture,4
A love seat,is made of wood.,love seat,furniture,4
Chest of drawers,are made of wood.,chest of drawers,furniture,4
A desk,is made of wood.,desk,furniture,4
A bed,is made of wood.,bed,furniture,4
A bureau,is made of wood.,bureau,furniture,4
A davenport,is made of wood.,davenport,furniture,4
An end table,is made of wood.,end table,furniture,4
A divan,is made of wood.,divan,furniture,4
A night table,is made of wood.,night table,furniture,4
A chest,is made of wood.,chest,furniture,4
A cedar chest,is made of wood.,cedar chest,furniture,4
A vanity,is made of wood.,vanity,furniture,4
A bookcase,is made of wood.,bookcase,furniture,4
A lounge,is made of wood.,lounge,furniture,4
A chaise lounge,is made of wood.,chaise lounge,furniture,4
An ottoman,is made of wood.,ottoman,furniture,4
A footstool,is made of wood.,footstool,furniture,4
A cabinet,is made of wood.,cabinet,furniture,4
A china closet,is made of wood.,china closet,furniture,4
A bench,is made of wood.,bench,furniture,4
A buffet,is made of wood.,buffet,furniture,4
A lamp,is made of wood.,lamp,furniture,4
A stool,is made of wood.,stool,furniture,4
A hassock,is made of wood.,hassock,furniture,4
A drawer,is made of wood.,drawer,furniture,4
A piano,is made of wood.,piano,furniture,4
A cushion,is made of wood.,cushion,furniture,4
A magazine rack,is made of wood.,magazine rack,furniture,4
A hi-fi,is made of wood.,hi-fi,furniture,4
A cupboard,is made of wood.,cupboard,furniture,4
A stereo,is made of wood.,stereo,furniture,4
A mirror,is made of wood.,mirror,furniture,4
A television,is made of wood.,television,furniture,4
A bar,is made of wood.,bar,furniture,4
A shelf,is made of wood.,shelf,furniture,4
A rug,is made of wood.,rug,furniture,4
A pillow,is made of wood.,pillow,furniture,4
A wastebasket,is made of wood.,wastebasket,furniture,4
A radio,is made of wood.,radio,furniture,4
A sewing machine,is made of wood.,sewing machine,furniture,4
A stove,is made of wood.,stove,furniture,4
A counter,is made of wood.,counter,furniture,4
A clock,is made of wood.,clock,furniture,4
A drape,is made of wood.,drape,furniture,4
A refrigerator,is made of wood.,refrigerator,furniture,4
A picture,is made of wood.,picture,furniture,4
A closet,is made of wood.,closet,furniture,4
A vase,is made of wood.,vase,furniture,4
An ashtray,is made of wood.,ashtray,furniture,4
A fan,is made of wood.,fan,furniture,4
A telephone,is made of wood.,telephone,furniture,4
A chair,is for sitting on or in.,chair,furniture,5
A sofa,is for sitting on or in.,sofa,furniture,5
A couch,is for sitting on or in.,couch,furniture,5
A table,is for sitting on or in.,table,furniture,5
An easy chair,is for sitting on or in.,easy chair,furniture,5
A dresser,is for sitting on or in.,dresser,furniture,5
A rocking chair,is for sitting on or in.,rocking chair,furniture,5
A coffee table,is for sitting on or in.,coffee table,furniture,5
A rocker,is for sitting on or in.,rocker,furniture,5
A love seat,is for sitting on or in.,love seat,furniture,5
Chest of drawers,are for sitting on or in.,chest of drawers,furniture,5
A desk,is for sitting on or in.,desk,furniture,5
A bed,is for sitting on or in.,bed,furniture,5
A bureau,is for sitting on or in.,bureau,furniture,5
A davenport,is for sitting on or in.,davenport,furniture,5
An end table,is for sitting on or in.,end table,furniture,5
A divan,is for sitting on or in.,divan,furniture,5
A night table,is for sitting on or in.,night table,furniture,5
A chest,is for sitting on or in.,chest,furniture,5
A cedar chest,is for sitting on or in.,cedar chest,furniture,5
A vanity,is for sitting on or in.,vanity,furniture,5
A bookcase,is for sitting on or in.,bookcase,furniture,5
A lounge,is for sitting on or in.,lounge,furniture,5
A chaise lounge,is for sitting on or in.,chaise lounge,furniture,5
An ottoman,is for sitting on or in.,ottoman,furniture,5
A footstool,is for sitting on or in.,footstool,furniture,5
A cabinet,is for sitting on or in.,cabinet,furniture,5
A china closet,is for sitting on or in.,china closet,furniture,5
A bench,is for sitting on or in.,bench,furniture,5
A buffet,is for sitting on or in.,buffet,furniture,5
A lamp,is for sitting on or in.,lamp,furniture,5
A stool,is for sitting on or in.,stool,furniture,5
A hassock,is for sitting on or in.,hassock,furniture,5
A drawer,is for sitting on or in.,drawer,furniture,5
A piano,is for sitting on or in.,piano,furniture,5
A cushion,is for sitting on or in.,cushion,furniture,5
A magazine rack,is for sitting on or in.,magazine rack,furniture,5
A hi-fi,is for sitting on or in.,hi-fi,furniture,5
A cupboard,is for sitting on or in.,cupboard,furniture,5
A stereo,is for sitting on or in.,stereo,furniture,5
A mirror,is for sitting on or in.,mirror,furniture,5
A television,is for sitting on or in.,television,furniture,5
A bar,is for sitting on or in.,bar,furniture,5
A shelf,is for sitting on or in.,shelf,furniture,5
A rug,is for sitting on or in.,rug,furniture,5
A pillow,is for sitting on or in.,pillow,furniture,5
A wastebasket,is for sitting on or in.,wastebasket,furniture,5
A radio,is for sitting on or in.,radio,furniture,5
A sewing machine,is for sitting on or in.,sewing machine,furniture,5
A stove,is for sitting on or in.,stove,furniture,5
A counter,is for sitting on or in.,counter,furniture,5
A clock,is for sitting on or in.,clock,furniture,5
A drape,is for sitting on or in.,drape,furniture,5
A refrigerator,is for sitting on or in.,refrigerator,furniture,5
A picture,is for sitting on or in.,picture,furniture,5
A closet,is for sitting on or in.,closet,furniture,5
A vase,is for sitting on or in.,vase,furniture,5
An ashtray,is for sitting on or in.,ashtray,furniture,5
A fan,is for sitting on or in.,fan,furniture,5
A telephone,is for sitting on or in.,telephone,furniture,5
A chair,is attractive.,chair,furniture,6
A sofa,is attractive.,sofa,furniture,6
A couch,is attractive.,couch,furniture,6
A table,is attractive.,table,furniture,6
An easy chair,is attractive.,easy chair,furniture,6
A dresser,is attractive.,dresser,furniture,6
A rocking chair,is attractive.,rocking chair,furniture,6
A coffee table,is attractive.,coffee table,furniture,6
A rocker,is attractive.,rocker,furniture,6
A love seat,is attractive.,love seat,furniture,6
Chest of drawers,are attractive.,chest of drawers,furniture,6
A desk,is attractive.,desk,furniture,6
A bed,is attractive.,bed,furniture,6
A bureau,is attractive.,bureau,furniture,6
A davenport,is attractive.,davenport,furniture,6
An end table,is attractive.,end table,furniture,6
A divan,is attractive.,divan,furniture,6
A night table,is attractive.,night table,furniture,6
A chest,is attractive.,chest,furniture,6
A cedar chest,is attractive.,cedar chest,furniture,6
A vanity,is attractive.,vanity,furniture,6
A bookcase,is attractive.,bookcase,furniture,6
A lounge,is attractive.,lounge,furniture,6
A chaise lounge,is attractive.,chaise lounge,furniture,6
An ottoman,is attractive.,ottoman,furniture,6
A footstool,is attractive.,footstool,furniture,6
A cabinet,is attractive.,cabinet,furniture,6
A china closet,is attractive.,china closet,furniture,6
A bench,is attractive.,bench,furniture,6
A buffet,is attractive.,buffet,furniture,6
A lamp,is attractive.,lamp,furniture,6
A stool,is attractive.,stool,furniture,6
A hassock,is attractive.,hassock,furniture,6
A drawer,is attractive.,drawer,furniture,6
A piano,is attractive.,piano,furniture,6
A cushion,is attractive.,cushion,furniture,6
A magazine rack,is attractive.,magazine rack,furniture,6
A hi-fi,is attractive.,hi-fi,furniture,6
A cupboard,is attractive.,cupboard,furniture,6
A stereo,is attractive.,stereo,furniture,6
A mirror,is attractive.,mirror,furniture,6
A television,is attractive.,television,furniture,6
A bar,is attractive.,bar,furniture,6
A shelf,is attractive.,shelf,furniture,6
A rug,is attractive.,rug,furniture,6
A pillow,is attractive.,pillow,furniture,6
A wastebasket,is attractive.,wastebasket,furniture,6
A radio,is attractive.,radio,furniture,6
A sewing machine,is attractive.,sewing machine,furniture,6
A stove,is attractive.,stove,furniture,6
A counter,is attractive.,counter,furniture,6
A clock,is attractive.,clock,furniture,6
A drape,is attractive.,drape,furniture,6
A refrigerator,is attractive.,refrigerator,furniture,6
A picture,is attractive.,picture,furniture,6
A closet,is attractive.,closet,furniture,6
A vase,is attractive.,vase,furniture,6
An ashtray,is attractive.,ashtray,furniture,6
A fan,is attractive.,fan,furniture,6
A telephone,is attractive.,telephone,furniture,6
A chair,"is for comfort, convenience or satisfaction.",chair,furniture,7
A sofa,"is for comfort, convenience or satisfaction.",sofa,furniture,7
A couch,"is for comfort, convenience or satisfaction.",couch,furniture,7
A table,"is for comfort, convenience or satisfaction.",table,furniture,7
An easy chair,"is for comfort, convenience or satisfaction.",easy chair,furniture,7
A dresser,"is for comfort, convenience or satisfaction.",dresser,furniture,7
A rocking chair,"is for comfort, convenience or satisfaction.",rocking chair,furniture,7
A coffee table,"is for comfort, convenience or satisfaction.",coffee table,furniture,7
A rocker,"is for comfort, convenience or satisfaction.",rocker,furniture,7
A love seat,"is for comfort, convenience or satisfaction.",love seat,furniture,7
Chest of drawers,"are for comfort, convenience or satisfaction.",chest of drawers,furniture,7
A desk,"is for comfort, convenience or satisfaction.",desk,furniture,7
A bed,"is for comfort, convenience or satisfaction.",bed,furniture,7
A bureau,"is for comfort, convenience or satisfaction.",bureau,furniture,7
A davenport,"is for comfort, convenience or satisfaction.",davenport,furniture,7
An end table,"is for comfort, convenience or satisfaction.",end table,furniture,7
A divan,"is for comfort, convenience or satisfaction.",divan,furniture,7
A night table,"is for comfort, convenience or satisfaction.",night table,furniture,7
A chest,"is for comfort, convenience or satisfaction.",chest,furniture,7
A cedar chest,"is for comfort, convenience or satisfaction.",cedar chest,furniture,7
A vanity,"is for comfort, convenience or satisfaction.",vanity,furniture,7
A bookcase,"is for comfort, convenience or satisfaction.",bookcase,furniture,7
A lounge,"is for comfort, convenience or satisfaction.",lounge,furniture,7
A chaise lounge,"is for comfort, convenience or satisfaction.",chaise lounge,furniture,7
An ottoman,"is for comfort, convenience or satisfaction.",ottoman,furniture,7
A footstool,"is for comfort, convenience or satisfaction.",footstool,furniture,7
A cabinet,"is for comfort, convenience or satisfaction.",cabinet,furniture,7
A china closet,"is for comfort, convenience or satisfaction.",china closet,furniture,7
A bench,"is for comfort, convenience or satisfaction.",bench,furniture,7
A buffet,"is for comfort, convenience or satisfaction.",buffet,furniture,7
A lamp,"is for comfort, convenience or satisfaction.",lamp,furniture,7
A stool,"is for comfort, convenience or satisfaction.",stool,furniture,7
A hassock,"is for comfort, convenience or satisfaction.",hassock,furniture,7
A drawer,"is for comfort, convenience or satisfaction.",drawer,furniture,7
A piano,"is for comfort, convenience or satisfaction.",piano,furniture,7
A cushion,"is for comfort, convenience or satisfaction.",cushion,furniture,7
A magazine rack,"is for comfort, convenience or satisfaction.",magazine rack,furniture,7
A hi-fi,"is for comfort, convenience or satisfaction.",hi-fi,furniture,7
A cupboard,"is for comfort, convenience or satisfaction.",cupboard,furniture,7
A stereo,"is for comfort, convenience or satisfaction.",stereo,furniture,7
A mirror,"is for comfort, convenience or satisfaction.",mirror,furniture,7
A television,"is for comfort, convenience or satisfaction.",television,furniture,7
A bar,"is for comfort, convenience or satisfaction.",bar,furniture,7
A shelf,"is for comfort, convenience or satisfaction.",shelf,furniture,7
A rug,"is for comfort, convenience or satisfaction.",rug,furniture,7
A pillow,"is for comfort, convenience or satisfaction.",pillow,furniture,7
A wastebasket,"is for comfort, convenience or satisfaction.",wastebasket,furniture,7
A radio,"is for comfort, convenience or satisfaction.",radio,furniture,7
A sewing machine,"is for comfort, convenience or satisfaction.",sewing machine,furniture,7
A stove,"is for comfort, convenience or satisfaction.",stove,furniture,7
A counter,"is for comfort, convenience or satisfaction.",counter,furniture,7
A clock,"is for comfort, convenience or satisfaction.",clock,furniture,7
A drape,"is for comfort, convenience or satisfaction.",drape,furniture,7
A refrigerator,"is for comfort, convenience or satisfaction.",refrigerator,furniture,7
A picture,"is for comfort, convenience or satisfaction.",picture,furniture,7
A closet,"is for comfort, convenience or satisfaction.",closet,furniture,7
A vase,"is for comfort, convenience or satisfaction.",vase,furniture,7
An ashtray,"is for comfort, convenience or satisfaction.",ashtray,furniture,7
A fan,"is for comfort, convenience or satisfaction.",fan,furniture,7
A telephone,"is for comfort, convenience or satisfaction.",telephone,furniture,7
A chair,is found in the home.,chair,furniture,8
A sofa,is found in the home.,sofa,furniture,8
A couch,is found in the home.,couch,furniture,8
A table,is found in the home.,table,furniture,8
An easy chair,is found in the home.,easy chair,furniture,8
A dresser,is found in the home.,dresser,furniture,8
A rocking chair,is found in the home.,rocking chair,furniture,8
A coffee table,is found in the home.,coffee table,furniture,8
A rocker,is found in the home.,rocker,furniture,8
A love seat,is found in the home.,love seat,furniture,8
Chest of drawers,are found in the home.,chest of drawers,furniture,8
A desk,is found in the home.,desk,furniture,8
A bed,is found in the home.,bed,furniture,8
A bureau,is found in the home.,bureau,furniture,8
A davenport,is found in the home.,davenport,furniture,8
An end table,is found in the home.,end table,furniture,8
A divan,is found in the home.,divan,furniture,8
A night table,is found in the home.,night table,furniture,8
A chest,is found in the home.,chest,furniture,8
A cedar chest,is found in the home.,cedar chest,furniture,8
A vanity,is found in the home.,vanity,furniture,8
A bookcase,is found in the home.,bookcase,furniture,8
A lounge,is found in the home.,lounge,furniture,8
A chaise lounge,is found in the home.,chaise lounge,furniture,8
An ottoman,is found in the home.,ottoman,furniture,8
A footstool,is found in the home.,footstool,furniture,8
A cabinet,is found in the home.,cabinet,furniture,8
A china closet,is found in the home.,china closet,furniture,8
A bench,is found in the home.,bench,furniture,8
A buffet,is found in the home.,buffet,furniture,8
A lamp,is found in the home.,lamp,furniture,8
A stool,is found in the home.,stool,furniture,8
A hassock,is found in the home.,hassock,furniture,8
A drawer,is found in the home.,drawer,furniture,8
A piano,is found in the home.,piano,furniture,8
A cushion,is found in the home.,cushion,furniture,8
A magazine rack,is found in the home.,magazine rack,furniture,8
A hi-fi,is found in the home.,hi-fi,furniture,8
A cupboard,is found in the home.,cupboard,furniture,8
A stereo,is found in the home.,stereo,furniture,8
A mirror,is found in the home.,mirror,furniture,8
A television,is found in the home.,television,furniture,8
A bar,is found in the home.,bar,furniture,8
A shelf,is found in the home.,shelf,furniture,8
A rug,is found in the home.,rug,furniture,8
A pillow,is found in the home.,pillow,furniture,8
A wastebasket,is found in the home.,wastebasket,furniture,8
A radio,is found in the home.,radio,furniture,8
A sewing machine,is found in the home.,sewing machine,furniture,8
A stove,is found in the home.,stove,furniture,8
A counter,is found in the home.,counter,furniture,8
A clock,is found in the home.,clock,furniture,8
A drape,is found in the home.,drape,furniture,8
A refrigerator,is found in the home.,refrigerator,furniture,8
A picture,is found in the home.,picture,furniture,8
A closet,is found in the home.,closet,furniture,8
A vase,is found in the home.,vase,furniture,8
An ashtray,is found in the home.,ashtray,furniture,8
A fan,is found in the home.,fan,furniture,8
A telephone,is found in the home.,telephone,furniture,8
A chair,is man-made.,chair,furniture,9
A sofa,is man-made.,sofa,furniture,9
A couch,is man-made.,couch,furniture,9
A table,is man-made.,table,furniture,9
An easy chair,is man-made.,easy chair,furniture,9
A dresser,is man-made.,dresser,furniture,9
A rocking chair,is man-made.,rocking chair,furniture,9
A coffee table,is man-made.,coffee table,furniture,9
A rocker,is man-made.,rocker,furniture,9
A love seat,is man-made.,love seat,furniture,9
Chest of drawers,are man-made.,chest of drawers,furniture,9
A desk,is man-made.,desk,furniture,9
A bed,is man-made.,bed,furniture,9
A bureau,is man-made.,bureau,furniture,9
A davenport,is man-made.,davenport,furniture,9
An end table,is man-made.,end table,furniture,9
A divan,is man-made.,divan,furniture,9
A night table,is man-made.,night table,furniture,9
A chest,is man-made.,chest,furniture,9
A cedar chest,is man-made.,cedar chest,furniture,9
A vanity,is man-made.,vanity,furniture,9
A bookcase,is man-made.,bookcase,furniture,9
A lounge,is man-made.,lounge,furniture,9
A chaise lounge,is man-made.,chaise lounge,furniture,9
An ottoman,is man-made.,ottoman,furniture,9
A footstool,is man-made.,footstool,furniture,9
A cabinet,is man-made.,cabinet,furniture,9
A china closet,is man-made.,china closet,furniture,9
A bench,is man-made.,bench,furniture,9
A buffet,is man-made.,buffet,furniture,9
A lamp,is man-made.,lamp,furniture,9
A stool,is man-made.,stool,furniture,9
A hassock,is man-made.,hassock,furniture,9
A drawer,is man-made.,drawer,furniture,9
A piano,is man-made.,piano,furniture,9
A cushion,is man-made.,cushion,furniture,9
A magazine rack,is man-made.,magazine rack,furniture,9
A hi-fi,is man-made.,hi-fi,furniture,9
A cupboard,is man-made.,cupboard,furniture,9
A stereo,is man-made.,stereo,furniture,9
A mirror,is man-made.,mirror,furniture,9
A television,is man-made.,television,furniture,9
A bar,is man-made.,bar,furniture,9
A shelf,is man-made.,shelf,furniture,9
A rug,is man-made.,rug,furniture,9
A pillow,is man-made.,pillow,furniture,9
A wastebasket,is man-made.,wastebasket,furniture,9
